"REID","PIN","ADDRESS","LAND_CLASS","ASSESSED_VALUE_2024","VCS","ASSESSED_VALUE_2025","ASSESSED_VALUE_2021","ASSESSED_VALUE_2022","ASSESSED_VALUE_2023","ASSESSMENT_CHANGE","VCS_NEIGHBORHOOD","NEIGHBORHOOD","COUNTY","PRICE","SALE_DATE","SALE_YEAR","SALE_YEAR_ASSESSED_VALUE","SALES_RATIO"
"227347",851289796,"1132   SWEET CREAM CT","RES/ 1-FAMILY",242888,"R851P - COPLEY FARMS",472048,242888,242888,242888,94.3480122525608,"COPLEY FARMS","","Durham County",430000,"2024-01-03",2024,242888,0.564855813953488
"227352",851380926,"1142   SWEET CREAM CT","RES/ 1-FAMILY",233696,"R851P - COPLEY FARMS",458542,233696,233696,233696,96.2130288922361,"COPLEY FARMS","","Durham County",404500,"2021-12-28",2021,233696,0.577740420271941
"227353",851288969,"1143   SWEET CREAM CT","RES/ 1-FAMILY",223437,"R851P - COPLEY FARMS",435138,223437,223437,223437,94.7475127217068,"COPLEY FARMS","","Durham County",420000,"2023-07-24",2023,223437,0.531992857142857
"227365",851287582,"1119   SWEET CREAM CT","RES/ 1-FAMILY",221205,"R851P - COPLEY FARMS",434295,221205,221205,221205,96.3314572455415,"COPLEY FARMS","","Durham County",417000,"2022-01-18",2022,221205,0.530467625899281
"227366",851287477,"1117   SWEET CREAM CT","RES/ 1-FAMILY",224192,"R851P - COPLEY FARMS",438939,224184,224192,224192,95.7870932058236,"COPLEY FARMS","","Durham County",299000,"2021-01-27",2021,224184,0.749779264214047
"227367",851287473,"1115   SWEET CREAM CT","RES/ 1-FAMILY",240258,"R851P - COPLEY FARMS",465987,240258,240258,240258,93.9527507928976,"COPLEY FARMS","","Durham County",305000,"2021-02-16",2021,240258,0.787731147540984
"227368",851287369,"1113   SWEET CREAM CT","RES/ 1-FAMILY",221645,"R851P - COPLEY FARMS",435070,221645,221645,221645,96.2913668253288,"COPLEY FARMS","","Durham County",281500,"2021-02-03",2021,221645,0.787371225577265
"227369",851287375,"1111   SWEET CREAM CT","RES/ 1-FAMILY",240205,"R851P - COPLEY FARMS",467506,44160,240205,240205,94.6279219833059,"COPLEY FARMS","","Durham County",420000,"2024-10-30",2024,240205,0.571916666666667
"227373",769551296,"1208   GARDENGATE DR","RES/ 1-FAMILY",652072,"R769E - RESIDENTIAL",794551,652072,652072,652072,21.8501944570538,"RESIDENTIAL","","Durham County",612500,"2021-02-26",2021,652072,1.06460734693878
"227375",769551195,"1212   GARDENGATE DR","RES/ 1-FAMILY",612520,"R769E - RESIDENTIAL",751751,538261,612520,612520,22.7308496049109,"RESIDENTIAL","","Durham County",570500,"2021-03-26",2021,538261,0.943489921121823
"227380",769449919,"1218   RESTORATION DR","RES/ 1-FAMILY",732717,"R769E - RESIDENTIAL",889157,732717,732717,732717,21.350671541673,"RESIDENTIAL","","Durham County",850000,"2022-06-15",2022,732717,0.86202
"227384",769540868,"1213   RESTORATION DR","RES/ 1-FAMILY",665229,"R769E - RESIDENTIAL",NA,590039,665229,665229,NA,"RESIDENTIAL","","Durham County",634000,"2021-03-24",2021,590039,0.930660883280757
"227388",769543829,"1137   RESTORATION DR","RES/ 1-FAMILY",565048,"R769E - RESIDENTIAL",696034,565048,565048,565048,23.1813934391415,"RESIDENTIAL","","Durham County",772000,"2022-05-31",2022,565048,0.731927461139896
"227396",769547849,"1105   RESTORATION DR","RES/ 1-FAMILY",519046,"R769E - RESIDENTIAL",624081,422295,519046,519046,20.2361640394108,"RESIDENTIAL","","Durham County",530000,"2021-02-22",2021,422295,0.796783018867925
"227409",769555036,"1116   RESTORATION DR","RES/ 1-FAMILY",497246,"R769E - RESIDENTIAL",618542,497246,497246,497246,24.3935597269762,"RESIDENTIAL","","Durham County",540000,"2022-01-24",2022,497246,0.920825925925926
"227426",820248874,"2900   WADSWORTH AVE","RES/ 1-FAMILY",176144,"R820A - ARCHDALE AND ROXBORO",315080,16215,16215,174082,78.8763738759197,"ARCHDALE AND ROXBORO","","Durham County",359000,"2023-07-17",2023,174082,0.484908077994429
"227427",820248861,"2902   WADSWORTH AVE","RES/ 1-FAMILY",173932,"R820A - ARCHDALE AND ROXBORO",311035,16080,16080,173932,78.8256330060023,"ARCHDALE AND ROXBORO","","Durham County",359000,"2023-07-17",2023,173932,0.484490250696379
"227503",841509236,"3102   NANTUCKETT AVE","RES/ 1-FAMILY",241335,"R840G - RESIDENTIAL",459576,58998,241335,241335,90.4307290695506,"RESIDENTIAL","","Durham County",389000,"2021-12-29",2021,58998,0.151665809768638
"227524",820865421,"514   RED OAK AVE","RES/ 1-FAMILY",231319,"R820G - RES SOUTH OF NCCU",450559,27180,98613,231319,94.7782067188601,"RES SOUTH OF NCCU","College View / NCCU","Durham County",399500,"2023-09-05",2023,231319,0.579021276595745
"227629",758032472,"1310   MORRISON DR","RES/ 1-FAMILY",277971,"R748A - RESIDENTIAL",475900,277971,277971,277971,71.2049098646981,"RESIDENTIAL","","Durham County",465000,"2024-04-04",2024,277971,0.597787096774194
"227634",758032290,"1303   MORRISON DR","RES/ 1-FAMILY",389719,"R748A - RESIDENTIAL",622663,87375,328949,389719,59.7722974758736,"RESIDENTIAL","","Durham County",513000,"2022-02-18",2022,328949,0.6412261208577
"227637",758033054,"1211   MORRISON DR","RES/ 1-FAMILY",356461,"R748A - RESIDENTIAL",610630,88275,225557,356461,71.3034525516115,"RESIDENTIAL","","Durham County",628500,"2022-03-31",2022,225557,0.358881463802705
"227638",758023944,"1002   PLATH DR","RES/ 1-FAMILY",342661,"R748A - RESIDENTIAL",581545,85800,206464,342661,69.7143824362854,"RESIDENTIAL","","Durham County",607000,"2024-02-27",2024,342661,0.564515650741351
"227639",758022996,"1004   PLATH DR","RES/ 1-FAMILY",354534,"R748A - RESIDENTIAL",606017,84900,217468,354534,70.9333942583786,"RESIDENTIAL","","Durham County",555500,"2022-03-29",2022,217468,0.391481548154816
"227640",758022958,"1006   PLATH DR","RES/ 1-FAMILY",395831,"R748A - RESIDENTIAL",649896,84900,229162,388087,64.1852204602469,"RESIDENTIAL","","Durham County",590000,"2022-03-30",2022,229162,0.388410169491525
"227642",758031052,"1012   PLATH DR","RES/ 1-FAMILY",328019,"R748A - RESIDENTIAL",522793,87150,267915,328019,59.3788774430749,"RESIDENTIAL","","Durham County",562500,"2022-03-31",2022,267915,0.476293333333333
"227647",748939138,"1024   PLATH DR","RES/ 1-FAMILY",364191,"R748A - RESIDENTIAL",601356,309114,364191,364191,65.12104911983,"RESIDENTIAL","","Durham County",454500,"2021-03-19",2021,309114,0.680118811881188
"227648",748938178,"1026   PLATH DR","RES/ 1-FAMILY",406498,"R748A - RESIDENTIAL",661075,406498,406498,406498,62.6268763929958,"RESIDENTIAL","","Durham County",471500,"2021-01-25",2021,406498,0.862137857900318
"227649",758020858,"1013   PLATH DR","RES/ 1-FAMILY",352993,"R748A - RESIDENTIAL",561225,85650,246146,352993,58.9904049088792,"RESIDENTIAL","","Durham County",596500,"2022-03-25",2022,246146,0.412650461022632
"227650",758020896,"1011   PLATH DR","RES/ 1-FAMILY",342208,"R748A - RESIDENTIAL",545266,84975,162213,342208,59.3375958481391,"RESIDENTIAL","","Durham County",552500,"2023-06-02",2023,342208,0.619380995475113
"227651",758021844,"1009   PLATH DR","RES/ 1-FAMILY",330846,"R748A - RESIDENTIAL",527599,84900,158727,330846,59.469662622489,"RESIDENTIAL","","Durham County",555500,"2022-05-26",2022,158727,0.285737173717372
"227652",758021892,"1007   PLATH DR","RES/ 1-FAMILY",345319,"R748A - RESIDENTIAL",568288,84900,204964,340588,64.5689927284627,"RESIDENTIAL","","Durham County",558500,"2022-04-20",2022,204964,0.366990152193375
"227654",758022789,"1003   PLATH DR","RES/ 1-FAMILY",333279,"R748A - RESIDENTIAL",543957,85800,203949,333279,63.2137038337249,"RESIDENTIAL","","Durham County",558500,"2022-04-27",2022,203949,0.365172784243509
"227655",758022635,"1002   CALDECOTT LN","RES/ 1-FAMILY",295133,"R748A - RESIDENTIAL",469761,83775,242123,295133,59.1692558948,"RESIDENTIAL","","Durham County",470000,"2022-02-25",2022,242123,0.515155319148936
"227657",758021668,"1006   CALDECOTT LN","RES/ 1-FAMILY",291244,"R748A - RESIDENTIAL",463468,82950,238944,291244,59.1339220722144,"RESIDENTIAL","","Durham County",450000,"2022-02-25",2022,238944,0.530986666666667
"227658",758021720,"1008   CALDECOTT LN","RES/ 1-FAMILY",315054,"R748A - RESIDENTIAL",501382,84300,315054,315054,59.1416074704654,"RESIDENTIAL","","Durham County",5e+05,"2024-03-15",2024,315054,0.630108
"227661",758020555,"1011   CALDECOTT LN","RES/ 1-FAMILY",301485,"R748A - RESIDENTIAL",478944,85275,247432,301485,58.8616349072093,"RESIDENTIAL","","Durham County",423000,"2022-01-28",2022,247432,0.584945626477541
"227662",758020593,"1007   CALDECOTT LN","RES/ 1-FAMILY",361817,"R748A - RESIDENTIAL",587882,83025,305878,361817,62.4804804638809,"RESIDENTIAL","","Durham County",436500,"2022-02-21",2022,305878,0.700751431844215
"227665",758021414,"1013   MORRISON DR","RES/ 1-FAMILY",304740,"R748A - RESIDENTIAL",483964,82950,281787,304740,58.8121021198399,"RESIDENTIAL","","Durham County",332000,"2022-01-28",2022,281787,0.848756024096386
"227666",758020490,"1011   MORRISON DR","RES/ 1-FAMILY",361824,"R748A - RESIDENTIAL",587803,83325,306179,361824,62.4555032280888,"RESIDENTIAL","","Durham County",420000,"2022-02-15",2022,306179,0.728997619047619
"227667",758020386,"1009   MORRISON DR","RES/ 1-FAMILY",367840,"R748A - RESIDENTIAL",598563,84600,254450,367840,62.7237385819922,"RESIDENTIAL","","Durham County",435000,"2022-03-24",2022,254450,0.584942528735632
"227668",758020371,"1007   MORRISON DR","RES/ 1-FAMILY",373905,"R748A - RESIDENTIAL",622801,84750,214044,373905,66.5666412591434,"RESIDENTIAL","","Durham County",6e+05,"2024-04-24",2024,373905,0.623175
"227669",758020277,"1005   MORRISON DR","RES/ 1-FAMILY",308595,"R748A - RESIDENTIAL",505443,84075,191201,308595,63.7884606037039,"RESIDENTIAL","","Durham County",480500,"2022-04-28",2022,191201,0.397920915712799
"227718",759040795,"2402   AZALEA DR","RES/ 1-FAMILY",327318,"R840J - LAKESHORE",561121,327318,327318,327318,71.4299244160113,"LAKESHORE","","Durham County",384000,"2021-01-26",2021,327318,0.852390625
"227719",759040780,"2404   AZALEA DR","RES/ 1-FAMILY",308591,"R840J - LAKESHORE",521684,308591,308591,308591,69.0535368821515,"LAKESHORE","","Durham County",346000,"2021-01-26",2021,308591,0.891881502890173
"227720",759040675,"2406   AZALEA DR","RES/ 1-FAMILY",344904,"R840J - LAKESHORE",587548,344904,344904,344904,70.351170180688,"LAKESHORE","","Durham County",413500,"2021-01-26",2021,344904,0.834108827085852
"227721",759040660,"2408   AZALEA DR","RES/ 1-FAMILY",327883,"R840J - LAKESHORE",552281,327883,327883,327883,68.4384368814486,"LAKESHORE","","Durham County",376000,"2021-02-23",2021,327883,0.872029255319149
"227722",759040555,"2410   AZALEA DR","RES/ 1-FAMILY",339157,"R840J - LAKESHORE",582428,339157,339157,339157,71.7281377061361,"LAKESHORE","","Durham County",374000,"2021-01-29",2021,339157,0.906836898395722
"227723",759040540,"2412   AZALEA DR","RES/ 1-FAMILY",331333,"R840J - LAKESHORE",566999,331333,331333,331333,71.1266309121035,"LAKESHORE","","Durham County",400500,"2021-01-29",2021,331333,0.827298377028714
"227728",749939805,"2514   AZALEA DR","RES/ 1-FAMILY",407410,"R840J - LAKESHORE",679602,407410,407410,407410,66.8103384796642,"LAKESHORE","","Durham County",677000,"2023-07-06",2023,407410,0.60178729689808
"227732",749936463,"1012   HOLLIS CIR","RES/ 1-FAMILY",406289,"R840J - LAKESHORE",667366,389724,406289,406289,64.2589388341796,"LAKESHORE","","Durham County",639000,"2023-02-21",2023,406289,0.635820031298905
"227735",749936112,"1108   HOLLIS CIR","RES/ 1-FAMILY",385771,"R840J - LAKESHORE",642344,385771,385771,385771,66.5091466180713,"LAKESHORE","","Durham County",636500,"2023-05-22",2023,385771,0.606081696779262
"227743",749936573,"1008   HOLLIS CIR","RES/ 1-FAMILY",402857,"R840J - LAKESHORE",658319,402857,402857,402857,63.4125756782183,"LAKESHORE","","Durham County",458500,"2021-01-14",2021,402857,0.878641221374046
"227758",769712686,"1604   FARM POND TRL","RES/ 1-FAMILY",364415,"R769M - ANDREWS CHAPEL",620739,364415,364415,364415,70.3384877131841,"ANDREWS CHAPEL","","Durham County",605000,"2024-07-02",2024,364415,0.602338842975207
"227861",717887927,"1109   CHEROB LN","RES/ 1-FAMILY",558185,"R717K - COURTYARDS AT SOUTHPOINT",705805,102987,558185,558185,26.4464290513002,"COURTYARDS AT SOUTHPOINT","","Durham County",614500,"2021-12-30",2021,102987,0.167594792514239
"227862",717887974,"1113   CHEROB LN","RES/ 1-FAMILY",611661,"R717K - COURTYARDS AT SOUTHPOINT",675610,370868,611661,611661,10.4549742422682,"COURTYARDS AT SOUTHPOINT","","Durham County",588500,"2021-03-26",2021,370868,0.630192013593883
"227864",717980608,"1129   CHEROB LN","RES/ 1-FAMILY",547411,"R717K - COURTYARDS AT SOUTHPOINT",713775,102900,547411,547411,30.3910590031987,"COURTYARDS AT SOUTHPOINT","","Durham County",572500,"2021-04-30",2021,102900,0.179737991266376
"227866",717980571,"1203   CHEROB LN","RES/ 1-FAMILY",570988,"R717K - COURTYARDS AT SOUTHPOINT",750583,570988,570988,570988,31.453375552551,"COURTYARDS AT SOUTHPOINT","","Durham County",797500,"2024-09-26",2024,570988,0.715972413793104
"227867",717981415,"1207   CHEROB LN","RES/ 1-FAMILY",586497,"R717K - COURTYARDS AT SOUTHPOINT",743852,586497,586497,586497,26.8296342521786,"COURTYARDS AT SOUTHPOINT","","Durham County",669000,"2021-11-23",2021,586497,0.876677130044843
"227868",717981430,"1211   CHEROB LN","RES/ 1-FAMILY",510360,"R717K - COURTYARDS AT SOUTHPOINT",633324,101937,510360,510360,24.0935810016459,"COURTYARDS AT SOUTHPOINT","","Durham County",557000,"2021-12-30",2021,101937,0.183010771992819
"227869",717981365,"1215   CHEROB LN","RES/ 1-FAMILY",501261,"R717K - COURTYARDS AT SOUTHPOINT",661143,101937,501261,501261,31.895958392933,"COURTYARDS AT SOUTHPOINT","","Durham County",513500,"2021-07-29",2021,101937,0.1985141187926
"227870",717981380,"1303   CHEROB LN","RES/ 1-FAMILY",513975,"R717K - COURTYARDS AT SOUTHPOINT",684585,101937,513975,513975,33.1942215088282,"COURTYARDS AT SOUTHPOINT","","Durham County",495000,"2021-04-21",2021,101937,0.205933333333333
"227871",717982205,"1307   CHEROB LN","RES/ 1-FAMILY",479123,"R717K - COURTYARDS AT SOUTHPOINT",670911,101937,479123,479123,40.0289695965337,"COURTYARDS AT SOUTHPOINT","","Durham County",611000,"2021-09-30",2021,101937,0.166836333878887
"227872",717982231,"1311   CHEROB LN","RES/ 1-FAMILY",586497,"R717K - COURTYARDS AT SOUTHPOINT",750316,101937,586497,586497,27.9317711770052,"COURTYARDS AT SOUTHPOINT","","Durham County",533000,"2021-08-27",2021,101937,0.191251407129456
"227873",717982156,"1315   CHEROB LN","RES/ 1-FAMILY",498271,"R717K - COURTYARDS AT SOUTHPOINT",660487,101937,498271,498271,32.5557778799087,"COURTYARDS AT SOUTHPOINT","","Durham County",533000,"2021-10-29",2021,101937,0.191251407129456
"227875",717983006,"1403   CHEROB LN","RES/ 1-FAMILY",501155,"R717K - COURTYARDS AT SOUTHPOINT",676735,101937,501155,501155,35.0350689906316,"COURTYARDS AT SOUTHPOINT","","Durham County",614000,"2021-12-30",2021,101937,0.166021172638436
"227876",717983021,"1407   CHEROB LN","RES/ 1-FAMILY",586497,"R717K - COURTYARDS AT SOUTHPOINT",1103366,101937,586933,586497,88.1281575182823,"COURTYARDS AT SOUTHPOINT","","Durham County",570000,"2021-07-15",2021,101937,0.178836842105263
"227877",717973956,"1411   CHEROB LN","RES/ 1-FAMILY",589997,"R717K - COURTYARDS AT SOUTHPOINT",811587,589997,589997,589997,37.5578180906005,"COURTYARDS AT SOUTHPOINT","","Durham County",509000,"2021-02-26",2021,589997,1.15912966601179
"227879",717973851,"1421   CHEROB LN","RES/ 1-FAMILY",542997,"R717K - COURTYARDS AT SOUTHPOINT",794349,104562,542997,542997,46.2897585069531,"COURTYARDS AT SOUTHPOINT","","Durham County",670500,"2021-12-28",2021,104562,0.155946308724832
"227880",717973735,"1425   CHEROB LN","RES/ 1-FAMILY",552369,"R717K - COURTYARDS AT SOUTHPOINT",729783,104562,552369,552369,32.1187467073641,"COURTYARDS AT SOUTHPOINT","","Durham County",663000,"2021-07-12",2021,104562,0.157710407239819
"227881",717972699,"1429   CHEROB LN","RES/ 1-FAMILY",577157,"R717K - COURTYARDS AT SOUTHPOINT",748406,104562,577157,577157,29.6711293460878,"COURTYARDS AT SOUTHPOINT","","Durham County",597500,"2021-06-30",2021,104562,0.174999163179916
"227882",717972624,"1435   CHEROB LN","RES/ 1-FAMILY",582205,"R717K - COURTYARDS AT SOUTHPOINT",768335,101762,582205,582205,31.9698388024837,"COURTYARDS AT SOUTHPOINT","","Durham County",668000,"2021-08-27",2021,101762,0.152338323353293
"227883",717971671,"1439   CHEROB LN","RES/ 1-FAMILY",745955,"R717K - COURTYARDS AT SOUTHPOINT",785707,745955,745955,745955,5.32900778197076,"COURTYARDS AT SOUTHPOINT","","Durham County",678000,"2021-10-06",2021,745955,1.10022861356932
"227884",717971537,"1443   CHEROB LN","RES/ 1-FAMILY",491158,"R717K - COURTYARDS AT SOUTHPOINT",638776,101412,491158,491158,30.055094287378,"COURTYARDS AT SOUTHPOINT","","Durham County",544000,"2021-06-29",2021,101412,0.186419117647059
"227885",717970583,"1447   CHEROB LN","RES/ 1-FAMILY",594557,"R717K - COURTYARDS AT SOUTHPOINT",784368,103337,594557,594557,31.9247776075296,"COURTYARDS AT SOUTHPOINT","","Durham County",575000,"2021-03-31",2021,103337,0.17971652173913
"227888",717878487,"1461   CHEROB LN","RES/ 1-FAMILY",677743,"R717K - COURTYARDS AT SOUTHPOINT",878001,104650,678093,677743,29.5477784351886,"COURTYARDS AT SOUTHPOINT","","Durham County",673500,"2021-07-28",2021,104650,0.155382331106162
"227889",717877478,"1503   CHEROB LN","RES/ 1-FAMILY",660572,"R717K - COURTYARDS AT SOUTHPOINT",814010,102900,660572,660572,23.2280508407865,"COURTYARDS AT SOUTHPOINT","","Durham County",680500,"2021-08-05",2021,102900,0.151212343864805
"227890",717877418,"1507   CHEROB LN","RES/ 1-FAMILY",647162,"R717K - COURTYARDS AT SOUTHPOINT",810510,101675,647162,647162,25.2406661701398,"COURTYARDS AT SOUTHPOINT","","Durham County",641000,"2021-06-29",2021,101675,0.158619344773791
"227891",717876468,"1511   CHEROB LN","RES/ 1-FAMILY",549047,"R717K - COURTYARDS AT SOUTHPOINT",786720,101675,549047,549047,43.2882795097687,"COURTYARDS AT SOUTHPOINT","","Durham County",721000,"2021-07-01",2021,101675,0.141019417475728
"227892",717876408,"1515   CHEROB LN","RES/ 1-FAMILY",660994,"R717K - COURTYARDS AT SOUTHPOINT",810487,101675,660994,660994,22.6163928870761,"COURTYARDS AT SOUTHPOINT","","Durham County",660000,"2021-11-29",2021,101675,0.15405303030303
"227893",717875458,"1519   CHEROB LN","RES/ 1-FAMILY",599018,"R717K - COURTYARDS AT SOUTHPOINT",764984,101675,599018,599018,27.7063460530401,"COURTYARDS AT SOUTHPOINT","","Durham County",712000,"2021-12-29",2021,101675,0.142801966292135
"227894",717874498,"1523   CHEROB LN","RES/ 1-FAMILY",551092,"R717K - COURTYARDS AT SOUTHPOINT",770466,103512,551092,551092,39.8071465381461,"COURTYARDS AT SOUTHPOINT","","Durham County",658000,"2021-11-05",2021,103512,0.157313069908815
"227895",717874438,"1529   CHEROB LN","RES/ 1-FAMILY",628989,"R717K - COURTYARDS AT SOUTHPOINT",771403,103512,628989,628989,22.6417314134269,"COURTYARDS AT SOUTHPOINT","","Durham County",694500,"2021-10-21",2021,103512,0.14904535637149
"227896",717873478,"1533   CHEROB LN","RES/ 1-FAMILY",552648,"R717K - COURTYARDS AT SOUTHPOINT",729698,101675,552648,552648,32.0366671009395,"COURTYARDS AT SOUTHPOINT","","Durham County",625500,"2021-08-30",2021,101675,0.162549960031974
"227897",717873428,"1537   CHEROB LN","RES/ 1-FAMILY",637789,"R717K - COURTYARDS AT SOUTHPOINT",657281,102025,637789,637789,3.0561831577528,"COURTYARDS AT SOUTHPOINT","","Durham County",640500,"2021-11-02",2021,102025,0.159289617486339
"227898",717872570,"1541   CHEROB LN","RES/ 1-FAMILY",643333,"R717K - COURTYARDS AT SOUTHPOINT",844777,106312,643333,643333,31.3125550842254,"COURTYARDS AT SOUTHPOINT","","Durham County",734500,"2022-01-31",2022,643333,0.875878829135466
"227899",717874626,"1528   CHEROB LN","RES/ 1-FAMILY",671671,"R717K - COURTYARDS AT SOUTHPOINT",827720,104650,671671,671671,23.2329518469608,"COURTYARDS AT SOUTHPOINT","","Durham County",679000,"2021-08-20",2021,104650,0.154123711340206
